Throughput;Throughput;Sending Rate;Sending Rate;
0.16080904006958008;0.5175733137592721;0.16080904006958008;1.0;
0.3608090877532959;0.5;0.3608090877532959;1.0;
0.5608091354370117;0.5;0.5608091354370117;1.0;
0.7608091831207275;0.5;0.7608091831207275;1.0;
0.9608092308044434;0.5;0.9608092308044434;1.0;
1.1608092784881592;0.5;1.1608092784881592;1;
1.360809326171875;0.5;1.360809326171875;1.0;
1.5608093738555908;0.5;1.5608093738555908;1.0;
1.7608094215393066;0.5;1.7608094215393066;1.0;
1.9608094692230225;0.5;1.9608094692230225;1.0;
2.1608095169067383;0.5;2.1608095169067383;1.0;
2.360809564590454;0.5;2.360809564590454;1.0;
2.56080961227417;0.5;2.56080961227417;1.0;
2.7608096599578857;0.5;2.7608096599578857;1.0;
2.9608097076416016;0.5;2.9608097076416016;1.0;
3.1608097553253174;0.5;3.1608097553253174;1.0;
3.360809803009033;0.5;3.360809803009033;1.0;
3.560809850692749;0.5;3.560809850692749;1.0;
3.760809898376465;0.5;3.760809898376465;1.0;
3.9608099460601807;0.5;3.9608099460601807;1;
4.1608099937438965;0.5;4.1608099937438965;1;
4.360810041427612;0.5;4.360810041427612;1.0;
4.560810089111328;0.5;4.560810089111328;1.0;
4.760810136795044;0.5;4.760810136795044;1.0;
4.96081018447876;0.5;4.96081018447876;1.0;
5.160810232162476;0.5;5.160810232162476;1.0;
5.360810279846191;0.5;5.360810279846191;1.0;
5.560810327529907;0.5;5.560810327529907;1.0;
5.760810375213623;0.5;5.760810375213623;1.0;
5.960810422897339;0.5;5.960810422897339;1.0;
6.160810470581055;0.5;6.160810470581055;1.0;
6.3608105182647705;0.5;6.3608105182647705;1.0;
6.560810565948486;0.5;6.560810565948486;1.0;
6.760810613632202;0.5;6.760810613632202;1.0;
6.960810661315918;0.5;6.960810661315918;1.0;
7.160810708999634;0.5;7.160810708999634;1.0;
7.36081075668335;0.5;7.36081075668335;1.0;
7.560810804367065;0.5;7.560810804367065;1.0;
7.760810852050781;0.5;7.760810852050781;1.0;
7.960810899734497;0.5;7.960810899734497;1.0;
8.160810947418213;0.5;8.160810947418213;1.0;
8.360810995101929;0.5;8.360810995101929;1.0;
8.560811042785645;0.5;8.560811042785645;1.0;
8.76081109046936;0.5;8.76081109046936;1.0;
8.960811138153076;0.5;8.960811138153076;1.0;
9.160811185836792;0.5;9.160811185836792;1.0;
9.360811233520508;0.5;9.360811233520508;1.0;
9.560811281204224;0.5;9.560811281204224;1.0;
9.76081132888794;0.5;9.76081132888794;1.0;
9.960811376571655;0.5;9.960811376571655;1.0;
10.160811424255371;0.5;10.160811424255371;1.0;
10.360811471939087;0.5;10.360811471939087;1.0;
10.560811519622803;0.5;10.560811519622803;1.0;
10.760811567306519;0.5;10.760811567306519;1.0;
10.960811614990234;0.5;10.960811614990234;1.0;
11.16081166267395;0.5;11.16081166267395;1.0;
11.360811710357666;0.5;11.360811710357666;1.0;
11.560811758041382;0.5;11.560811758041382;1.0;
11.760811805725098;0.5;11.760811805725098;1.0;
11.960811853408813;0.5;11.960811853408813;1.0;
12.16081190109253;0.5;12.16081190109253;1.0;
12.360811948776245;0.5;12.360811948776245;1.0;
12.560811996459961;0.5;12.560811996459961;1.0;
12.760812044143677;0.5;12.760812044143677;1.0;
12.960812091827393;0.5;12.960812091827393;1.0;
13.160812139511108;0.5;13.160812139511108;1.0;
13.360812187194824;0.5;13.360812187194824;1.0;
13.56081223487854;0.5;13.56081223487854;1.0;
13.760812282562256;0.5;13.760812282562256;1.0;
13.960812330245972;0.5;13.960812330245972;1.0;
14.160812377929688;0.5;14.160812377929688;1.0;
14.360812425613403;0.5;14.360812425613403;1.0;
14.56081247329712;0.5;14.56081247329712;1.0;
14.760812520980835;0.5;14.760812520980835;1.0;
14.96081256866455;0.5;14.96081256866455;1.0;
15.160812616348267;0.5;15.160812616348267;1.0;
15.360812664031982;0.5;15.360812664031982;1.0;
15.560812711715698;0.5;15.560812711715698;1.0;
15.760812759399414;0.5;15.760812759399414;1.0;
15.96081280708313;0.5;15.96081280708313;1.0;
16.160812854766846;0.5;16.160812854766846;1.0;
16.36081290245056;0.5;16.36081290245056;1.0;
16.560812950134277;0.5;16.560812950134277;1.0;
16.760812997817993;0.5;16.760812997817993;1.0;
16.96081304550171;0.5;16.96081304550171;1.0;
17.160813093185425;0.5;17.160813093185425;1.0;
17.36081314086914;0.5;17.36081314086914;1.0;
17.560813188552856;0.5;17.560813188552856;1.0;
17.760813236236572;0.5;17.760813236236572;1.0;
17.960813283920288;0.5;17.960813283920288;1.0;
18.160813331604004;0.5;18.160813331604004;1.0;
18.36081337928772;0.5;18.36081337928772;1.0;
18.560813426971436;0.5;18.560813426971436;1.0;
18.76081347465515;0.5;18.76081347465515;1.0;
18.960813522338867;0.5;18.960813522338867;1.0;
19.160813570022583;0.5;19.160813570022583;1.0;
19.3608136177063;0.5;19.3608136177063;1.0;
19.560813665390015;0.5;19.560813665390015;1.0;
19.76081371307373;0.5;19.76081371307373;1.0;
19.960813760757446;0.5;19.960813760757446;1.0;
20.160813808441162;0.5;20.160813808441162;1.0;
20.360813856124878;0.5;20.360813856124878;1.0;
20.560813903808594;0.5;20.560813903808594;1.0;
20.76081395149231;0.5;20.76081395149231;1.0;
20.960813999176025;0.5;20.960813999176025;1.0;
21.16081404685974;0.5;21.16081404685974;1.0;
21.360814094543457;0.5;21.360814094543457;1.0;
21.560814142227173;0.5;21.560814142227173;1.0;
21.76081418991089;0.5;21.76081418991089;1.0;
21.960814237594604;0.5;21.960814237594604;1.0;
