timestamp,rsrp,bler,mcs
0.0,-63,0.16508,6
1.0,-62,0.40268,6
2.0,-52,0.14041,6
3.0,-52,0.04896,7
4.0,-58,0.08166,7
5.0,-60,0.13281,7
6.0,-53,0.04631,8
7.0,-53,0.08754,7
8.0,-58,0.14063,7
9.0,-60,0.04904,8
10.0,-52,0.09579,6
11.0,-54,0.12324,8
12.0,-54,0.05847,7
13.0,-54,0.09136,7
14.0,-55,0.17052,7
15.0,-56,0.05946,6
16.0,-56,0.15298,6
17.0,-55,0.05334,6
18.0,-54,0.11906,6
19.0,-56,0.04369,8
20.0,-54,0.10044,6
21.0,-84,0.10618,8
22.0,-56,0.06986,7
23.0,-53,0.11432,7
24.0,-59,0.12332,8
25.0,-53,0.05984,7
26.0,-53,0.12241,6
27.0,-61,0.04374,8
28.0,-54,0.09324,6
29.0,-62,0.1179,8
30.0,-54,0.07963,6
31.0,-54,0.17042,7
32.0,-54,0.05942,6
33.0,-53,0.10346,7
34.0,-54,0.17523,7
35.0,-54,0.06329,6
36.0,-55,0.17161,6
37.0,-55,0.05984,6
38.0,-55,0.11217,7
39.0,-56,0.1364,8
40.0,-56,0.06517,6
41.0,-57,0.13046,7
42.0,-58,0.04792,8
43.0,-59,0.07289,7
44.0,-59,0.10963,7
45.0,-59,0.13673,8
46.0,-59,0.06231,7
47.0,-58,0.12354,6
48.0,-64,0.04307,8
49.0,-59,0.08586,7
50.0,-58,0.10207,8
51.0,-58,0.08408,6
52.0,-58,0.17961,7
53.0,-58,0.08913,6
54.0,-58,0.06427,6
55.0,-58,0.05711,6
56.0,-57,0.11544,6
57.0,-57,0.18774,6
58.0,-57,0.20971,6
59.0,-57,0.19738,6
60.0,-57,0.19532,6
61.0,-57,0.1327,6
62.0,-58,0.07541,6
63.0,-57,0.12971,6
64.0,-56,0.2876,6
65.0,-56,0.37831,6
66.0,-56,0.39712,6
67.0,-56,0.42395,6
68.0,-56,0.45418,6
69.0,-55,0.55258,6
70.0,-55,0.61045,6
71.0,-54,0.52318,6
72.0,-54,0.44328,6
73.0,-54,0.43526,6
74.0,-54,0.41835,6
75.0,-55,0.53147,6
76.0,-54,0.59952,6
77.0,-54,0.64004,6
78.0,-54,0.66211,6
79.0,-53,0.73224,6
80.0,-54,0.81082,6
81.0,-54,0.79963,6
82.0,-54,0.76931,6
83.0,-54,0.71267,6
84.0,-54,0.68828,6
85.0,-54,0.66893,6
86.0,-54,0.67599,6
87.0,-55,0.65553,6
88.0,-55,0.64565,6
89.0,-54,0.53726,6
90.0,-54,0.56063,6
91.0,-55,0.60611,6
92.0,-56,0.63023,6
93.0,-56,0.65792,6
94.0,-57,0.66406,6
95.0,-56,0.56434,6
96.0,-56,0.47868,6
97.0,-56,0.34619,6
98.0,-58,0.3542,6
99.0,-57,0.53723,6
100.0,-57,0.59808,6
