('192.168.70.129', 35664, '12.1.1.156', 10000);('192.168.70.129', 35664, '12.1.1.156', 10000);('192.168.70.129', 35664, '12.1.1.156', 10000);total;total;total;
0.11447501182556152;1;40;0.11447501182556152;1;40;
0.31447505950927734;0;81;0.31447505950927734;0;81;
0.5144751071929932;0;40;0.5144751071929932;0;40;
0.714475154876709;0;59;0.714475154876709;0;59;
0.9144752025604248;0;71;0.9144752025604248;0;71;
1.1144752502441406;0;75;1.1144752502441406;0;75;
1.3144752979278564;0;79;1.3144752979278564;0;79;
1.5144753456115723;0;82;1.5144753456115723;0;82;
1.714475393295288;0;70;1.714475393295288;0;70;
1.914475440979004;0;75;1.914475440979004;0;75;
2.1144754886627197;0;80;2.1144754886627197;0;80;
2.3144755363464355;0;78;2.3144755363464355;0;78;
2.5144755840301514;0;78;2.5144755840301514;0;78;
2.714475631713867;0;73;2.714475631713867;0;73;
2.914475679397583;0;81;2.914475679397583;0;81;
3.114475727081299;0;75;3.114475727081299;0;75;
3.3144757747650146;0;80;3.3144757747650146;0;80;
3.5144758224487305;0;58;3.5144758224487305;0;58;
3.7144758701324463;0;92;3.7144758701324463;0;92;
3.914475917816162;0;98;3.914475917816162;0;98;
4.114475965499878;0;95;4.114475965499878;0;95;
4.314476013183594;0;95;4.314476013183594;0;95;
4.51447606086731;0;71;4.51447606086731;0;71;
4.714476108551025;0;111;4.714476108551025;0;111;
4.914476156234741;0;93;4.914476156234741;0;93;
5.114476203918457;0;85;5.114476203918457;0;85;
5.314476251602173;0;89;5.314476251602173;0;89;
5.514476299285889;0;90;5.514476299285889;0;90;
5.7144763469696045;0;89;5.7144763469696045;0;89;
5.91447639465332;0;98;5.91447639465332;0;98;
6.114476442337036;0;94;6.114476442337036;0;94;
6.314476490020752;0;91;6.314476490020752;0;91;
6.514476537704468;0;92;6.514476537704468;0;92;
6.714476585388184;0;92;6.714476585388184;0;92;
6.914476633071899;0;94;6.914476633071899;0;94;
7.114476680755615;0;94;7.114476680755615;0;94;
7.314476728439331;0;91;7.314476728439331;0;91;
7.514476776123047;0;91;7.514476776123047;0;91;
7.714476823806763;0;92;7.714476823806763;0;92;
7.9144768714904785;0;90;7.9144768714904785;0;90;
8.114476919174194;0;93;8.114476919174194;0;93;
8.31447696685791;0;92;8.31447696685791;0;92;
8.514477014541626;0;92;8.514477014541626;0;92;
8.714477062225342;0;93;8.714477062225342;0;93;
