('12.1.1.151', 45208, '192.168.70.129', 10000);('12.1.1.151', 45208, '192.168.70.129', 10000);('12.1.1.151', 44630, '192.168.70.129', 10001);('12.1.1.151', 44630, '192.168.70.129', 10001);
1685938048.178211;7.827997207641602;1685938048.190674;13.904094696044922;
1685938048.191198;12.975215911865234;1685938048.200633;9.947061538696289;
1685938048.251437;30.7309627532959;1685938048.280747;54.59785461425781;
1685938048.251451;30.74193000793457;1685938048.280759;54.60715293884277;
1685938048.256182;35.46500205993652;1685938048.290685;64.52798843383789;
1685938048.260735;40.017127990722656;1685938048.295668;69.51093673706055;
1685938048.260745;40.02213478088379;1685938048.295682;69.52095031738281;
1685938048.261669;40.94386100769043;1685938048.296655;70.49298286437988;
1685938048.275233;54.5039176940918;1685938048.310232;84.06686782836914;
1685938048.275629;54.898977279663086;1685938048.310671;84.50508117675781;
1685938048.27672;55.98616600036621;1685938048.316201;90.03186225891113;
1685938048.276734;55.999040603637695;1685938048.316215;90.04592895507812;
1685938048.320792;76.20692253112793;1685938048.33672;80.13510704040527;
1685938048.320807;69.36001777648926;1685938048.400665;119.91000175476074;
1685938048.330721;79.26297187805176;1685938048.400681;119.91596221923828;
1685938048.335138;83.6801528930664;1685938048.410613;129.84800338745117;
1685938048.33566;79.47087287902832;1685938048.415183;124.49002265930176;
1685938048.336709;80.51896095275879;1685938048.415705;125.01001358032227;
1685938048.350772;90.03186225891113;1685938048.41661;120.93305587768555;
1685938048.356166;95.42393684387207;1685938048.416628;120.94879150390625;
1685938048.356178;95.4289436340332;1685938048.430621;134.9339485168457;
1685938048.36064;99.88999366760254;1685938048.431163;135.47611236572266;
1685938048.360655;98.98114204406738;1685938048.436218;139.5549774169922;
1685938048.370628;108.95204544067383;1685938048.440695;144.03104782104492;
1685938048.375148;99.90596771240234;1685938048.440716;130.47409057617188;
1685938048.375666;100.42285919189453;1685938048.441664;131.41989707946777;
1685938048.376706;101.07088088989258;1685938048.45524;144.56510543823242;
1685938048.376716;99.98679161071777;1685938048.455704;139.49298858642578;
1685938048.390649;113.91806602478027;1685938048.456625;140.4130458831787;
1685938048.396214;119.47393417358398;1685938048.456638;140.41709899902344;
1685938048.396225;119.48394775390625;1685938048.460699;144.47712898254395;
1685938048.460737;139.93501663208008;1685938048.515891;179.16607856750488;
1685938048.470662;149.85918998718262;1685938048.516717;179.9910068511963;
1685938048.475639;154.82807159423828;1685938048.570761;170.08590698242188;
1685938048.475657;154.8449993133545;1685938048.575686;175.00901222229004;
1685938048.476641;145.91002464294434;1685938048.580957;180.27091026306152;
1685938048.476657;145.92480659484863;1685938048.580975;180.28903007507324;
1685938048.490723;155.57599067687988;1685938048.580991;170.36795616149902;
1685938048.496145;160.9969139099121;1685938048.58165;171.02599143981934;
1685938048.496157;160.4900360107422;1685938048.630653;215.46196937561035;
1685938048.500909;165.24004936218262;1685938048.640179;224.98703002929688;
1685938048.500922;165.2510166168213;1685938048.641001;225.80695152282715;
1685938048.501697;164.98112678527832;1685938048.65066;234.94911193847656;
1685938048.51587;179.1532039642334;1685938048.650674;234.96103286743164;
1685938048.51673;165.94696044921875;1685938048.650685;234.06410217285156;
1685938048.516738;165.9529209136963;1685938048.651198;234.5738410949707;
1685938048.520926;164.75200653076172;1685938048.651674;235.03994941711426;
1685938048.520942;164.76702690124512;1685938048.655867;239.23206329345703;
1685938048.530716;174.53289031982422;1685938048.656599;225.9690761566162;
1685938048.530729;174.5450496673584;1685938048.656613;225.9809970855713;
1685938048.530734;170.08399963378906;1685938048.670726;239.55512046813965;
1685938048.535668;175.0168800354004;1685938048.68173;250.55813789367676;
1685938048.5407;170.0608730316162;1685938048.681746;245.52011489868164;
1685938048.545658;175.0171184539795;1685938048.681755;245.527982711792;
1685938048.545669;170.51315307617188;1685938048.681764;241.05477333068848;
1685938048.550737;174.0248203277588;1685938048.683167;242.45595932006836;
1685938048.555632;178.91907691955566;1685938048.68318;242.45715141296387;
1685938048.560749;170.0911521911621;1685938048.683189;242.46501922607422;
1685938048.56579;175.13084411621094;1685938048.683198;241.52302742004395;
1685938048.56581;169.58904266357422;1685938048.68598;244.30298805236816;
1685938048.745879;285.13288497924805;1685938048.686618;231.36401176452637;
1685938048.746214;285.46690940856934;1685938048.690145;234.88998413085938;
1685938048.750891;280.22098541259766;1685938048.690841;235.12887954711914;
1685938048.750907;275.2559185028076;1685938048.691709;235.99505424499512;
1685938048.761217;284.56616401672363;1685938048.695931;239.29786682128906;
1685938048.761237;284.58380699157715;1685938048.696756;240.12088775634766;
1685938048.761508;270.77198028564453;1685938048.710685;254.0419101715088;
1685938048.761526;265.37299156188965;1685938048.745843;285.1300239562988;
1685938048.761731;260.81395149230957;1685938048.800921;285.0229740142822;
1685938048.761741;260.8218193054199;1685938048.800941;284.21592712402344;
1685938048.800237;284.3518257141113;1685938048.880753;309.9830150604248;
1685938048.801195;284.46102142333984;1685938048.880788;305.09305000305176;
1685938048.801617;280.67994117736816;1685938048.88118;305.4831027984619;
1685938048.801628;270.9040641784668;1685938048.881193;300.22382736206055;
1685938048.806016;275.29096603393555;1685938048.881216;300.246000289917;
1685938048.840125;299.41606521606445;1685938048.881648;300.66514015197754;
1685938048.840815;290.0700569152832;1685938048.88523;304.2449951171875;
1685938048.870886;315.2480125427246;1685938048.885869;304.8701286315918;
1685938048.920173;354.3698787689209;1685938048.886611;305.61089515686035;
1685938049.021602;275.7148742675781;1685938048.886624;304.9662113189697;
1685938049.026678;280.7900905609131;1685938048.886633;304.97288703918457;
1685938049.031616;280.7140350341797;1685938048.890761;260.09583473205566;
1685938049.03673;275.4991054534912;1685938048.895908;255.71703910827637;
1685938049.041612;280.3788185119629;1685938048.900855;259.843111038208;
1685938049.045699;284.1777801513672;1685938048.905217;254.5478343963623;
1685938049.050633;289.1108989715576;1685938048.906615;255.94401359558105;
1685938049.055736;294.2039966583252;1685938048.911666;260.9858512878418;
1685938049.080694;280.4419994354248;1685938048.916613;265.9320831298828;
1685938049.085717;284.50894355773926;1685938048.920866;270.1759338378906;
1685938049.090695;289.48497772216797;1685938048.925909;270.02716064453125;
1685938049.095711;294.0869331359863;1685938048.930206;273.59700202941895;
1685938049.10068;294.6510314941406;1685938048.940854;284.2440605163574;
1685938049.105774;265.63286781311035;1685938048.940876;270.1380252838135;
1685938049.110651;269.8230743408203;1685938048.945764;264.0230655670166;
1685938049.148675;277.7729034423828;1685938048.946662;264.9199962615967;
1685938049.256718;336.5309238433838;1685938048.951581;269.82998847961426;
1685938049.525771;504.15897369384766;1685938048.956633;274.88112449645996;
1685938049.535329;508.64410400390625;1685938048.961568;279.80804443359375;
1685938049.540715;509.08708572387695;1685938048.965778;284.01708602905273;
1685938049.546596;509.8559856414795;1685938048.970807;289.03913497924805;
1685938049.555685;514.0590667724609;1685938048.975746;293.9770221710205;
1685938049.560753;515.0411128997803;1685938048.976661;290.67301750183105;
1685938049.566638;520.9240913391113;1685938048.981576;295.58587074279785;
1685938049.575711;525.0630378723145;1685938048.986654;296.49901390075684;
1685938049.610763;555.0141334533691;1685938048.990747;300.58908462524414;
1685938049.616658;535.956859588623;1685938048.995686;299.7400760650635;
1685938049.62159;535.8619689941406;1685938049.000757;303.9839267730713;
1685938049.630764;540.0540828704834;1685938049.005692;294.9950695037842;
1685938049.636735;541.0089492797852;1685938049.010681;299.98183250427246;
1685938049.645215;544.5239543914795;1685938049.015662;269.8040008544922;
1685938049.650828;545.0408458709717;1685938049.020254;274.3949890136719;
1685938049.693252;582.5901031494141;1685938049.061663;260.73193550109863;
1685938049.793162;644.4780826568604;1685938049.06576;264.8279666900635;
1685938050.09523;838.5012149810791;1685938049.070642;269.70601081848145;
1685938050.105209;848.4780788421631;1685938049.080675;279.7389030456543;
1685938050.675681;1149.8970985412598;1685938049.116621;235.85009574890137;
1685938050.676649;1150.8641242980957;1685938049.121693;240.919828414917;
1685938050.680757;1145.4131603240967;1685938049.125591;244.81201171875;
1685938050.68567;1150.3238677978516;1685938049.130714;249.93395805358887;
1685938050.69477;1159.4212055206299;1685938049.13664;255.8431625366211;
1685938050.694791;1154.0651321411133;1685938049.140214;259.415864944458;
1685938050.695701;1154.972791671753;1685938049.140678;259.4900131225586;
1685938050.704626;1158.02001953125;1685938049.141704;260.5140209197998;
1685938050.704644;1158.0359935760498;1685938049.145673;264.47510719299316;
1685938050.705157;1149.461030960083;1685938049.146742;261.49916648864746;
1685938050.714672;1158.9741706848145;1685938049.150691;265.4449939727783;
1685938050.724665;1163.8989448547363;1685938049.155125;269.2430019378662;
1685938050.724679;1163.9111042022705;1685938049.155644;269.7598934173584;
1685938050.729694;1163.0449295043945;1685938049.15663;270.01094818115234;
1685938050.734616;1167.9661273956299;1685938049.160902;274.28197860717773;
1685938050.734629;1158.9069366455078;1685938049.1617;275.0720977783203;
1685938050.773241;1197.5171566009521;1685938049.165674;279.04486656188965;
1685938050.790651;1179.8770427703857;1685938049.16665;280.0121307373047;
1685938050.804706;1188.0362033843994;1685938049.17071;284.0709686279297;
1685938050.804724;1183.1228733062744;1685938049.171569;284.9280834197998;
1685938050.806625;1175.8499145507812;1685938049.175657;289.01195526123047;
1685938050.815767;1179.0220737457275;1685938049.17667;290.0240421295166;
1685938050.820678;1175.4519939422607;1685938049.180737;289.9661064147949;
1685938050.825739;1174.8998165130615;1685938049.181577;290.8039093017578;
1685938050.891716;1198.4539031982422;1685938049.185717;294.9411869049072;
1685938051.080181;1287.0099544525146;1685938049.186661;295.8838939666748;
1685938051.526711;1431.4720630645752;1685938049.190697;294.780969619751;
1685938051.526735;1421.5149879455566;1685938049.191605;295.687198638916;
1685938052.441597;1765.9039497375488;1685938049.195692;299.7701168060303;
1685938052.44586;1769.2058086395264;1685938049.196673;300.7500171661377;
1685938052.445884;1765.1169300079346;1685938049.200776;299.9081611633301;
1685938052.445902;1760.2200508117676;1685938049.20161;300.74119567871094;
1685938052.446215;1751.429796218872;1685938049.205723;304.85010147094727;
1685938052.446224;1751.4369487762451;1685938049.206693;305.8199882507324;
1685938052.509779;1814.068078994751;1685938049.210768;305.5388927459717;
1685938052.509801;1814.0878677368164;1685938049.215723;310.49203872680664;
1685938052.509812;1805.1722049713135;1685938049.216674;311.43808364868164;
1685938052.509817;1804.6507835388184;1685938049.220814;315.57703018188477;
1685938052.509826;1804.6579360961914;1685938049.22161;314.9850368499756;
1685938052.509835;1795.151948928833;1685938049.225713;319.08607482910156;
1685938052.510166;1785.4900360107422;1685938049.226691;320.06001472473145;
1685938052.510904;1786.2210273742676;1685938049.230679;324.0480422973633;
1685938052.511678;1781.9740772247314;1685938049.231606;319.9269771575928;
1685938052.516205;1781.5799713134766;1685938049.23574;324.05900955200195;
1685938052.580857;1807.6090812683105;1685938049.236717;325.03294944763184;
1685938052.615874;1825.212001800537;1685938049.240675;328.98998260498047;
1685938052.615904;1811.1851215362549;1685938049.241661;325.03795623779297;
1685938052.615915;1811.1939430236816;1685938049.245708;329.0829658508301;
1685938052.624809;1820.080041885376;1685938049.246679;330.049991607666;
1685938052.624832;1809.0529441833496;1685938049.250668;334.03801918029785;
1685938052.624848;1804.1598796844482;1685938049.260164;339.28704261779785;
1685938052.624857;1799.1080284118652;1685938049.261645;340.76619148254395;
1685938052.780797;1889.0690803527832;1685938049.265258;344.3741798400879;
1685938053.263211;2183.021068572998;1685938049.266726;345.8409309387207;
1685938053.263223;2183.030843734741;1685938049.270161;344.2389965057373;
1685938054.030627;2503.9069652557373;1685938049.271631;345.7059860229492;
1685938054.035717;2508.99600982666;1685938049.275759;349.82895851135254;
1685938055.805763;3364.1490936279297;1685938049.276569;350.63791275024414;
1685938055.806592;3364.975929260254;1685938049.28068;350.4610061645508;
1685938055.810716;3364.8409843444824;1685938049.281635;351.4139652252197;
1685938055.81168;3365.803003311157;1685938049.285692;355.4658889770508;
1685938055.815729;3369.8339462280273;1685938049.286568;356.3408851623535;
1685938055.816617;3370.7211017608643;1685938049.290668;349.8051166534424;
1685938055.820706;3374.7949600219727;1685938049.30067;359.8058223724365;
1685938055.821728;3375.8161067962646;1685938049.300687;359.8201274871826;
1685938055.825227;3378.9970874786377;1685938049.301657;360.7749938964844;
1685938055.825743;3379.512071609497;1685938049.30575;364.8669719696045;
1685938055.826601;3316.8060779571533;1685938049.306591;365.7050132751465;
1685938055.830688;3320.8909034729004;1685938049.310722;369.83513832092285;
1685938055.835609;3325.8018493652344;1685938049.315762;369.9910640716553;
1685938055.836615;3326.8070220947266;1685938049.316593;370.8209991455078;
1685938055.840175;3330.353021621704;1685938049.320704;374.92895126342773;
1685938055.840721;3330.8990001678467;1685938049.321671;375.89502334594727;
1685938055.845618;3335.7880115509033;1685938049.32578;379.1048526763916;
1685938055.850677;3340.846061706543;1685938049.330195;383.5179805755615;
1685938055.875632;3365.7920360565186;1685938049.33167;384.98902320861816;
1685938055.880706;3370.8651065826416;1685938049.335666;388.98396492004395;
1685938055.920271;3404.050827026367;1685938049.336628;385.0369453430176;
1685938055.941607;3360.740900039673;1685938049.340743;389.15109634399414;
1685938055.966695;3350.804090499878;1685938049.345274;393.6779499053955;
1685938055.970681;3354.788064956665;1685938049.346603;395.0059413909912;
1685938055.976732;3360.8341217041016;1685938049.350716;394.06704902648926;
1685938055.981655;3365.7569885253906;1685938049.351675;395.02406120300293;
1685938055.985712;3360.8860969543457;1685938049.355683;399.02806282043457;
1685938055.990688;3365.8599853515625;1685938049.356665;400.0089168548584;
1685938055.996598;3371.7589378356934;1685938049.360692;399.11413192749023;
1685938056.000647;3375.808000564575;1685938049.365326;403.7458896636963;
1685938056.005752;3380.909204483032;1685938049.366621;405.03811836242676;
1685938056.31666;3535.8479022979736;1685938049.370697;409.11293029785156;
1685938057.045896;3782.676935195923;1685938049.371694;405.9021472930908;
1685938057.046706;3783.486843109131;1685938049.375788;409.99388694763184;
1685938057.050942;3787.713050842285;1685938049.380238;414.43896293640137;
1685938057.051636;3788.40708732605;1685938049.381577;415.77696800231934;
1685938058.18097;4150.330066680908;1685938049.385721;414.902925491333;
1685938058.181654;4151.011943817139;1685938049.386629;415.80915451049805;
1685938058.185283;4149.551868438721;1685938049.390743;419.9199676513672;
1685938058.186063;4150.330066680908;1685938049.400748;429.92401123046875;
1685938059.806047;4000.2729892730713;1685938049.400767;425.01115798950195;
1685938059.806793;4000.1909732818604;1685938049.40515;429.39305305480957;
1685938059.806803;4000.200033187866;1685938049.406687;430.9260845184326;
1685938059.806814;3996.088981628418;1685938049.410784;435.02211570739746;
1685938059.806824;3995.1369762420654;1685938049.415196;438.52686882019043;
1685938059.806834;3995.1460361480713;1685938049.416663;439.99195098876953;
1685938059.808667;3992.9308891296387;1685938049.420767;444.0929889678955;
1685938059.808677;3992.050886154175;1685938049.421623;444.9479579925537;
1685938059.808687;3992.0599460601807;1685938049.425723;444.1361427307129;
1685938059.835807;4015.092134475708;1685938049.430784;449.19395446777344;
1685938059.836748;4015.0139331817627;1685938049.4316;450.00720024108887;
1685938059.836766;4011.531114578247;1685938049.436676;455.0819396972656;
1685938059.836781;4011.5439891815186;1685938049.440764;459.1679573059082;
1685938059.83679;4011.038064956665;1685938049.441605;454.9400806427002;
1685938059.8368;4011.0461711883545;1685938049.44594;459.2740535736084;
1685938059.838131;4007.429838180542;1685938049.45027;463.59992027282715;
1685938059.840882;4010.179042816162;1685938049.451627;464.95604515075684;
1685938059.841622;4005.998134613037;1685938049.455741;464.9839401245117;
1685938059.841638;4006.012201309204;1685938049.460696;469.9370861053467;
1685938059.845866;4009.239912033081;1685938049.461653;470.8900451660156;
1685938059.846706;4010.0789070129395;1685938049.465911;475.147008895874;
1685938059.85088;4010.143995285034;1685938049.466695;470.9970951080322;
1685938059.850899;4010.159969329834;1685938049.471652;475.9531021118164;
1685938059.855806;4010.1730823516846;1685938049.475717;480.0140857696533;
1685938059.856705;4011.0690593719482;1685938049.480172;484.4679832458496;
1685938059.856721;4011.0788345336914;1685938049.481625;480.85904121398926;
1685938059.860862;4015.21897315979;1685938049.485897;485.12911796569824;
1685938059.861615;4010.92791557312;1685938049.486687;485.914945602417;
1685938059.865806;4015.1171684265137;1685938049.495744;494.97199058532715;
1685938059.881622;4005.9800148010254;1685938049.50164;495.93210220336914;
1685938059.885832;4010.188102722168;1685938049.510152;499.46117401123047;
