tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
12:01:17,db1d,1,42.660965,0.744487,0,0,-64,14,15,230,180,937,1,0,0,10,1622,0,9,34534159,13291,12,0,28,432013649,431953297,120296/8828/1279/14,943300/13609/2270/47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:18,db1d,1,879.738098,6.887809,0,0,-65,10,15,210,185,937,1,0,0,10,1625,0.02048,14,34551247,13345,12,0.35578,25,432858636,432773285,120382/8831/1279/14,943561/13726/2291/47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:19,db1d,1,1397.629395,19.062469,0,0,-60,7,15,350,295,1054,1,0,0,10,1635,0.1553,15,34595013,13398,15,0.44947,14,433794312,433709148,120534/8858/1288/14,943845/13846/2320/53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:20,db1d,1,1500.666016,30.062803,0,0,-53,3,15,350,295,1053,1,0,0,10,1636,0.05592,15,34660899,13406,15,0.16358,6,434860059,434781252,120873/8859/1288/14,944424/13854/2323/53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:21,db1d,1,1413.427856,32.507488,0,0,-53,16,15,350,295,1053,1,0,0,10,1636,0.09091,21,34714511,13409,15,0.05958,6,435553400,435474593,121124/8884/1288/14,945017/13857/2323/53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:22,db1d,1,1451.270508,38.42086,0,0,-53,12,15,310,290,1050,1,0,0,10,1640,0.09291,18,34780952,13422,15,0.03215,12,436440746,436356749,121415/8909/1291/14,945592/13869/2324/53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:23,db1d,1,1901.668701,45.898666,0,0,-54,9,15,340,285,1044,1,0,0,10,1641,0.03886,21,34862125,13455,15,0.06155,16,438067069,437980958,121702/8914/1291/14,946069/13904/2351/53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:24,db1d,1,2279.513428,50.907997,0,0,-54,5,15,340,285,1044,1,0,0,10,1647,0.10715,19,34951429,13486,15,0.0632,16,439825338,439739227,121975/8966/1296/14,946560/13935/2375/53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:25,db1d,1,2559.15918,52.785076,0,0,-54,2,15,330,285,1043,1,0,0,10,1648,0.04334,21,35037224,13516,15,0.06338,16,441578870,441488022,122260/8970/1296/14,947050/13967/2400/53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:26,db1d,1,2756.874756,53.355755,0,0,-54,14,15,320,290,1046,1,0,0,10,1658,0.11127,19,35125176,13554,16,0.07969,16,443232286,443136701,122537/9021/1304/14,947507/14006/2433/54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:27,db1d,1,2907.575684,52.13657,0,0,-53,11,15,320,295,1053,1,0,0,10,1661,0.07102,19,35206581,13586,16,0.07997,16,444923981,444829420,122820/9034/1305/14,947976/14043/2462/54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:28,db1d,1,3009.177979,48.093151,0,0,-54,7,15,340,275,1051,1,0,0,10,1663,0.0468,21,35280741,13635,18,0.13292,16,446464477,446361466,123070/9041/1307/14,948402/14095/2502/56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:29,db1d,1,3092.861572,51.547825,0,0,-55,4,15,330,285,1044,1,0,0,10,1666,0.05664,21,35366523,13672,18,0.10687,16,448109574,448005539,123322/9056/1309/14,948855/14134/2538/56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:30,db1d,1,3157.76123,55.371258,0,0,0,0,15,290,275,1041,1,0,0,10,1674,0.11129,22,35458845,13707,18,0.08577,16,449805496,449701461,123594/9098/1315/14,949325/14169/2569/56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:31,db1d,1,3204.274902,52.318104,0,0,-62,13,15,320,280,1037,1,0,0,10,1675,0.0846,19,35542107,13745,19,0.08854,16,451475685,451365889,123863/9121/1316/14,949788/14206/2602/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:32,db1d,1,3242.812744,55.329372,0,0,-57,9,15,310,290,1043,1,0,0,10,1683,0.15093,21,35634503,13777,19,0.07535,16,453206173,453096377,124155/9159/1322/14,950270/14238/2630/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:33,db1d,1,3264.987061,54.125938,0,0,-57,6,15,320,285,1043,1,0,0,10,1685,0.09832,21,35719823,13812,19,0.07913,16,454872776,454762980,124409/9173/1324/14,950729/14275/2663/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:34,db1d,1,3289.687744,58.198875,0,0,-57,2,15,340,290,1046,1,0,0,10,1689,0.08041,21,35816591,13844,19,0.07285,16,456604288,456490779,124695/9192/1327/14,951212/14308/2691/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:35,db1d,1,3305.697754,58.672523,0,0,-56,15,15,350,295,1053,1,0,0,10,1692,0.06043,21,35913751,13875,19,0.07622,16,458335800,458223315,124982/9204/1328/14,951695/14342/2717/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:36,db1d,1,3319.812012,59.467392,0,0,-55,11,15,330,295,1051,1,0,0,10,1697,0.14098,19,36010113,13902,19,0.06812,16,460082547,459969038,125281/9250/1332/14,952182/14373/2743/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:37,db1d,1,3325.742188,54.442482,0,0,-56,8,15,300,285,1041,1,0,0,10,1698,0.0515,19,36091017,13938,19,0.07566,16,461783206,461670721,125555/9252/1332/14,952653/14409/2772/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:38,db1d,1,3327.778076,56.775089,0,0,-55,4,15,320,275,1034,1,0,0,10,1706,0.135,20,36185653,13971,19,0.0751,16,463505240,463391731,125840/9302/1336/14,953133/14442/2800/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:39,db1d,1,3335.057617,56.712681,0,0,-55,1,15,320,275,1034,1,0,0,10,1707,0.05355,20,36276815,14002,19,0.06823,16,465246226,465132717,126131/9304/1336/14,953618/14473/2827/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:40,db1d,1,3337.518066,55.653168,0,0,-55,13,15,330,280,1037,1,0,0,10,1713,0.1216,20,36365909,14036,19,0.07424,16,466947909,466835424,126397/9347/1340/14,954090/14507/2858/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:41,db1d,1,3338.394043,55.6754,0,0,-54,10,15,320,285,1043,1,0,0,10,1715,0.05168,20,36454516,14072,19,0.07752,16,468647544,468534035,126679/9350/1340/14,954560/14543/2887/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:42,db1d,1,3337.281494,55.02301,0,0,-54,6,15,320,285,1044,1,0,0,10,1719,0.09615,20,36544519,14108,19,0.08379,16,470329765,470220993,126952/9396/1344/14,955027/14579/2919/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:43,db1d,1,3331.386475,52.100792,0,0,-54,3,15,320,285,1042,1,0,0,10,1724,0.1161,22,36625643,14150,19,0.08952,16,471962695,471853923,127195/9421/1348/14,955478/14620/2954/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:44,db1d,1,3333.858154,53.964928,0,0,-54,15,15,340,270,1034,1,0,0,10,1726,0.06917,20,36713605,14185,19,0.08091,16,473650808,473542036,127476/9426/1349/14,955944/14655/2986/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:45,db1d,1,3337.498535,57.484661,0,0,-55,12,15,320,275,1034,1,0,0,10,1731,0.1472,21,36809248,14220,19,0.07516,16,475347754,475238982,127769/9466/1351/14,956415/14689/3018/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:46,db1d,1,3336.293213,57.719238,0,0,-55,8,15,320,275,1034,1,0,0,10,1735,0.0803,21,36900557,14257,19,0.07773,16,477017429,476909171,128049/9480/1354/14,956877/14726/3051/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:47,db1d,1,3344.685791,62.239616,0,0,-55,5,15,310,275,1034,1,0,0,10,1737,0.05661,21,37006367,14283,19,0.06229,16,478803479,478690994,128363/9496/1356/14,957377/14752/3075/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:48,db1d,1,3345.758057,61.282356,0,0,-55,1,15,320,280,1037,1,0,0,10,1740,0.05569,21,37101555,14316,19,0.06606,16,480520397,480412139,128646/9512/1359/14,957853/14785/3104/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:49,db1d,1,3345.792236,58.159866,0,0,-55,14,15,310,275,1034,1,0,0,10,1746,0.11892,20,37192133,14350,19,0.07285,16,482217343,482108571,128921/9560/1365/14,958324/14819/3136/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:50,db1d,1,3343.403564,56.8806,0,0,-55,10,15,300,275,1030,1,0,0,10,1747,0.05099,21,37281281,14388,19,0.07869,16,483873962,483766214,129204/9564/1365/14,958781/14857/3171/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:51,db1d,1,3345.679688,58.835438,0,0,-54,7,15,350,270,1027,1,0,0,10,1753,0.06985,21,37380617,14417,19,0.06932,16,485622243,485513471,129502/9589/1370/14,959269/14886/3198/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:52,db1d,1,3347.22876,57.450027,0,0,-55,3,15,320,275,1031,1,0,0,10,1754,0.06405,21,37472238,14449,19,0.06904,16,487351707,487243959,129777/9607/1371/14,959750/14918/3226/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:53,db1d,1,3348.10791,59.752777,0,0,-55,16,15,300,270,1026,1,0,0,10,1759,0.08372,21,37569923,14480,19,0.066,16,489083729,488980208,130070/9633/1374/14,960233/14949/3254/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:54,db1d,1,3320.68042,52.143425,0,0,-56,12,15,290,265,1023,1,0,0,10,1763,0.08137,21,37647512,14538,22,0.17069,14,490547320,490426389,130301/9645/1377/14,960634/15004/3301/60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:55,db1d,1,2997.449951,60.185337,0,0,-57,9,15,270,255,1013,1,0,0,10,1766,0.07724,21,37751837,14569,22,0.09615,11,491673613,491559403,130622/9666/1380/14,961157/15035/3309/60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:56,db1d,1,2719.302246,62.801998,0,0,-56,5,15,290,250,1009,1,0,0,10,1770,0.07701,21,37857286,14604,22,0.07991,11,492736753,492622543,130947/9693/1382/14,961692/15067/3312/60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:57,db1d,1,2516.033691,67.004486,0,0,-58,2,15,290,260,1016,1,0,0,10,1774,0.07126,21,37968884,14627,22,0.05115,11,493839445,493722865,131291/9717/1385/14,962248/15089/3312/60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:58,db1d,1,2388.136963,69.208504,0,0,-58,14,15,240,270,1029,1,0,0,10,1777,0.08418,21,38080482,14654,22,0.05133,12,494968759,494853685,131635/9749/1387/14,962792/15117/3312/60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:01:59,db1d,1,2340.578369,70.763374,0,0,-59,11,15,310,280,1036,1,0,0,10,1784,0.13838,20,38195285,14690,22,0.06051,12,496182619,496067545,131994/9805/1393/14,963322/15153/3312/60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:02:00,db1d,1,2305.278076,68.933327,0,0,-59,7,15,320,275,1033,1,0,0,10,1786,0.05772,20,38301839,14726,22,0.06505,12,497395135,497280061,132348/9810/1393/14,963850/15189/3312/60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:02:01,db1d,1,2275.660156,65.58181,0,0,-60,4,15,310,265,1024,1,0,0,10,1796,0.12775,20,38404445,14770,22,0.08026,12,498579361,498461533,132674/9864/1403/14,964364/15231/3313/60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:02:02,db1d,1,2254.012695,63.631901,0,0,0,0,15,310,270,1026,1,0,0,10,1798,0.05833,20,38503201,14811,22,0.08175,12,499763587,499648513,133004/9871/1404/14,964878/15273/3314/60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:02:03,db1d,1,2240.889404,64.938652,0,0,-60,13,15,290,270,1026,1,0,0,10,1806,0.11007,20,38610379,14848,22,0.07401,12,500973031,500857957,133350/9923/1410/14,965405/15309/3315/60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
