tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
13:41:17,5b7f,1,461.146454,5.172944,0,0,-64,11,15,240,190,944,1,0,0,0,5,0.005,13,1359921,45,0,0.20312,27,28491276,28451244,11031/5/0/0,328693/84/3/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:18,5b7f,1,1380.685791,21.450647,0,0,-65,8,15,190,180,937,1,0,0,0,24,0.12495,21,1413574,141,0,0.59466,17,29619263,29605052,11208/42/11/0,328905/265/49/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:19,5b7f,1,1593.942261,33.000015,0,0,-53,4,15,330,295,1055,1,0,0,0,31,0.10581,15,1484176,175,1,0.2709,7,30756929,30746899,11514/79/17/0,329398/299/68/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:20,5b7f,1,1484.244629,29.685717,0,0,-53,1,15,350,295,1054,1,0,0,0,31,0.03689,18,1526966,178,1,0.0975,6,31454876,31445854,11765/79/17/0,329993/302/68/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:21,5b7f,1,1450.558472,44.796944,0,0,-53,13,15,370,295,1055,1,0,0,0,31,0.01286,28,1611155,179,1,0.034,10,32255259,32243383,12046/79/17/0,330591/303/68/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:22,5b7f,1,1629.105347,69.377129,0,0,-53,10,15,330,290,1049,1,0,0,0,32,0.00636,28,1752708,241,1,0.09687,12,33351348,33337267,12332/80/18/0,331070/365/68/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:23,5b7f,1,1771.026123,83.696938,0,0,-54,6,15,330,285,1046,1,0,0,0,32,0.0046,28,1905669,296,1,0.10566,12,34490646,34476565,12641/81/18/0,331560/420/68/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:24,5b7f,1,1878.78479,91.424057,0,0,-54,3,15,330,285,1045,1,0,0,0,33,0.00333,28,2059925,348,1,0.10477,12,35644602,35630521,12952/82/18/0,332058/472/68/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:25,5b7f,1,1957.673218,95.124352,0,0,-54,15,15,310,285,1045,1,0,0,0,34,0.00335,28,2216854,403,1,0.11121,12,36789726,36773245,13269/83/18/0,332550/527/68/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:26,5b7f,1,2018.196045,97.912804,0,0,-54,12,15,340,295,1051,1,0,0,0,34,0.00387,28,2376263,452,1,0.0987,12,37954914,37938433,13591/84/18/0,333054/576/68/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:27,5b7f,1,2060.55542,99.563042,0,0,-53,8,15,340,295,1055,1,0,0,0,39,0.01424,28,2536126,501,1,0.09678,12,39112932,39098851,13915/90/19/0,333554/625/68/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:28,5b7f,1,2087.366943,96.220421,0,0,-55,5,15,240,290,1046,1,0,0,0,44,0.01904,28,2682790,566,1,0.12462,12,40215780,40199299,14213/96/22/0,334025/689/69/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:29,5b7f,1,2114.363281,96.415321,0,0,-55,1,15,330,285,1043,1,0,0,0,44,0.01145,28,2839113,612,1,0.10713,12,41390856,41374375,14530/99/22/0,334533/735/69/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:30,5b7f,1,2132.988281,97.415169,0,0,-55,14,15,240,280,1037,1,0,0,0,45,0.01089,28,2998219,663,1,0.10227,12,42548556,42532075,14852/102/22/0,335033/785/70/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
13:41:31,5b7f,1,2146.143799,96.073097,0,0,-56,10,15,320,285,1042,1,0,0,0,46,0.01311,28,3148700,718,1,0.10685,12,43690608,43674127,15156/106/22/0,335524/839/71/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
