tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
12:41:17,db1d,1,63.465298,1.522062,0,0,-64,16,15,240,185,937,1,0,0,12,2977,0,9,65342176,24597,35,0.0027,28,899361556,899172199,231472/16848/2361/18,1718987/25300/8707/113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:18,db1d,1,1198.572388,14.155353,0,0,-65,13,15,230,180,937,1,0,0,12,2979,0.00683,16,65377943,24672,36,0.56396,20,900566724,900373085,231603/16850/2361/18,1719208/25484/8737/115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:19,db1d,1,1622.983276,27.137239,0,0,-64,9,15,350,295,1053,1,0,0,12,2993,0.15298,13,65438137,24735,39,0.36899,10,901697604,901497891,231850/16909/2373/18,1719569/25567/8783/118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:20,db1d,1,1546.011841,25.480627,0,0,-53,6,15,230,295,1053,1,0,0,12,2993,0.05334,13,65478000,24739,39,0.1319,6,902494919,902297228,232126/16909/2373/18,1720162/25571/8783/118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:21,db1d,1,1448.101685,29.781685,0,0,-53,2,15,240,295,1053,1,0,0,12,2993,0.08173,22,65529073,24739,39,0.04599,7,903198776,902998476,232380/16933/2373/18,1720763/25571/8783/118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:22,db1d,1,1673.525024,44.195534,0,0,-58,15,15,230,285,1050,1,0,0,12,2994,0.09723,18,65618728,24758,39,0.04379,17,904464119,904250356,232722/16973/2374/18,1721313/25590/8790/118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:23,db1d,1,1914.724976,46.685307,0,0,-54,11,15,330,280,1043,1,0,0,12,2995,0.03658,21,65691352,24799,39,0.11981,12,905659569,905455218,232987/16977/2374/18,1721742/25647/8818/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:24,db1d,1,1991.423706,60.584934,0,0,-54,8,15,230,285,1043,1,0,0,12,3000,0.08511,20,65808004,24826,39,0.07554,12,906903699,906699348,233359/17029/2378/18,1722288/25674/8818/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:25,db1d,1,2042.780884,62.109253,0,0,-54,4,15,330,285,1044,1,0,0,12,3004,0.06377,21,65909856,24869,39,0.08499,12,908087925,907883574,233691/17045/2379/18,1722802/25717/8818/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:26,db1d,1,2083.512695,66.464325,0,0,-54,1,15,340,280,1047,1,0,0,12,3013,0.13217,21,66021252,24907,39,0.07456,12,909292953,909088602,234035/17105/2387/18,1723326/25755/8818/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:27,db1d,1,2114.228027,64.129028,0,0,-53,13,15,240,295,1053,1,0,0,12,3014,0.09953,19,66121479,24944,39,0.07079,12,910501725,910297374,234386/17132/2388/18,1723852/25792/8818/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:28,db1d,1,2126.750488,58.030994,0,0,-54,10,15,250,280,1050,1,0,0,12,3016,0.0456,20,66206175,25014,39,0.13184,12,911588223,911384544,234692/17137/2389/18,1724317/25859/8821/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:29,db1d,1,2145.954102,65.267593,0,0,-55,6,15,320,285,1043,1,0,0,12,3022,0.10325,21,66319136,25055,39,0.09573,12,912785763,912579012,235041/17182/2394/18,1724837/25900/8821/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:30,db1d,1,2161.322021,68.964279,0,0,-56,3,15,330,280,1040,1,0,0,12,3026,0.09038,21,66434836,25090,39,0.07852,12,914002023,913795944,235397/17215/2396/18,1725367/25935/8821/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:31,db1d,1,2167.141846,69.521332,0,0,-56,15,15,350,280,1037,1,0,0,12,3027,0.07004,21,66546258,25131,39,0.07805,12,915187557,914980806,235741/17238/2397/18,1725882/25975/8822/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:32,db1d,1,2176.342529,71.225998,0,0,-57,12,15,340,280,1043,1,0,0,12,3037,0.1439,21,66664637,25166,39,0.07728,12,916403817,916197066,236100/17291/2407/18,1726412/26010/8822/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:33,db1d,1,2184.516602,72.180794,0,0,-67,8,15,310,280,1043,1,0,0,12,3038,0.10694,21,66782612,25198,39,0.0702,12,917631981,917425230,236463/17321/2408/18,1726949/26042/8822/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:34,db1d,1,2185.572266,68.244492,0,0,-57,5,15,340,290,1049,1,0,0,12,3040,0.08199,21,66887149,25244,39,0.08399,12,918804975,918598896,236785/17344/2410/18,1727457/26087/8823/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:35,db1d,1,2189.320557,69.139824,0,0,-56,1,15,330,295,1054,1,0,0,12,3048,0.07721,21,67000574,25283,39,0.08264,12,920006931,919800180,237134/17369/2418/18,1727980/26126/8823/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:36,db1d,1,2192.010498,67.630867,0,0,-55,14,15,330,290,1050,1,0,0,12,3050,0.07723,21,67108474,25324,39,0.08436,12,921201399,920997720,237466/17394/2419/18,1728499/26167/8823/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:37,db1d,1,2193.471191,67.251617,0,0,-56,10,15,330,280,1039,1,0,0,12,3054,0.06953,21,67215399,25367,39,0.08066,12,922392123,922188444,237795/17414/2423/18,1729016/26209/8823/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:38,db1d,1,2195.614014,68.810081,0,0,-55,7,15,340,275,1034,1,0,0,12,3058,0.06721,21,67328824,25404,39,0.07985,12,923597823,923394816,238144/17436/2426/18,1729541/26247/8823/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:39,db1d,1,2196.902344,69.739929,0,0,-55,3,15,310,275,1034,1,0,0,12,3062,0.06028,21,67441397,25443,39,0.07706,12,924802851,924599172,238491/17454/2429/18,1730065/26285/8823/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:40,db1d,1,2196.987061,68.114136,0,0,-55,16,15,320,280,1038,1,0,0,12,3072,0.07147,21,67547347,25486,39,0.0817,12,925986759,925783080,238817/17484/2437/18,1730579/26329/8823/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:41,db1d,1,2197.813965,69.090942,0,0,-54,12,10,-100,285,1043,1,0,0,12,3079,0.14017,21,67658945,25526,39,0.07624,12,927188043,926984364,239161/17540/2442/18,1731101/26368/8823/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:42,db1d,1,2199.080811,68.59729,0,0,-54,9,15,330,285,1043,1,0,0,12,3084,0.13051,21,67767495,25562,39,0.0722,12,928396815,928196208,239495/17578/2447/18,1731627/26405/8823/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:43,db1d,1,2199.636963,71.013306,0,0,-54,5,15,330,280,1039,1,0,0,12,3089,0.12552,21,67884170,25596,39,0.06706,12,929614065,929413458,239854/17619/2452/18,1732158/26439/8823/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:44,db1d,1,2201.98877,71.40329,0,0,-55,2,15,330,280,1034,1,0,0,12,3094,0.0914,21,67999870,25630,39,0.06709,12,930835413,930634806,240210/17643/2457/18,1732692/26473/8823/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
12:41:45,db1d,1,2202.038818,69.476135,0,0,-55,14,15,320,275,1034,1,0,0,12,3097,0.06413,21,68109070,25668,39,0.07271,12,932041113,931841178,240546/17659/2459/18,1733217/26511/8823/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
