tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
11:51:17,db1d,1,42.660965,0.769087,0,0,-64,1,15,240,185,937,1,0,0,10,1167,0,9,23895205,9605,9,0,28,292890479,292840690,83371/5828/910/14,742719/9804/1126/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
11:51:18,db1d,1,915.026306,8.323323,0,0,-65,14,15,230,180,929,1,0,0,10,1167,0,14,23916456,9657,9,0.4055,24,293781033,293711048,83473/5828/910/14,742973/9931/1148/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
11:51:19,db1d,1,1448.298462,21.579939,0,0,-63,10,15,320,295,1053,1,0,0,10,1180,0.1684,16,23965948,9707,9,0.46824,14,294772724,294715677,83662/5864/922/14,743271/10063/1187/36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
11:51:20,db1d,1,1510.432129,28.963366,0,0,-53,7,15,330,295,1053,1,0,0,10,1181,0.06197,15,24025071,9719,9,0.17723,6,295757782,295704866,83973/5866/922/14,743838/10075/1191/36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
11:51:21,db1d,1,1421.422607,31.1415,0,0,-53,3,15,340,295,1053,1,0,0,10,1181,0.07934,22,24075768,9720,9,0.06281,6,296456432,296403516,84224/5888/922/14,744436/10076/1191/36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
11:51:22,db1d,1,1510.278809,43.500256,0,0,-53,16,15,370,285,1051,1,0,0,10,1184,0.12971,21,24159127,9739,9,0.05253,13,297421396,297364494,84516/5932/925/14,744987/10095/1196/36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
11:51:23,db1d,1,1762.71106,52.829475,0,0,-54,12,15,240,285,1043,1,0,0,10,1188,0.10817,21,24255225,9777,9,0.06787,13,298706391,298649489,84809/5966/928/14,745470/10133/1217/36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
11:51:24,db1d,1,1950.432251,56.019131,0,0,-54,9,15,330,285,1044,1,0,0,10,1192,0.09514,21,24347090,9815,9,0.07716,13,299996411,299939509,85093/5994/932/14,745956/10171/1237/36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
11:51:25,db1d,1,2086.375,56.864338,0,0,-54,5,15,320,285,1044,1,0,0,10,1196,0.0764,21,24437376,9860,10,0.08567,13,301261994,301201571,85374/6010/935/14,746431/10214/1256/37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
11:51:26,db1d,1,2187.385742,55.612747,0,0,-54,2,15,330,285,1046,1,0,0,10,1202,0.10544,21,24525383,9901,10,0.08897,13,302517078,302456655,85649/6043/941/14,746900/10255/1281/37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan
